path,sloc,normalized_sloc,cyclomatic,halstead,maintainability,churn,churn_per_sloc,decayed_churn,decayed_churn_per_sloc,smell_count,smell_severity,smell_burden,smells,similarity_score,similarity_band,match_count,score,norm_normalized_sloc,norm_sloc,norm_cyclomatic,norm_halstead,norm_maintainability,norm_churn,norm_churn_per_sloc,norm_decayed_churn,norm_decayed_churn_per_sloc,norm_smell_count,norm_match_count,norm_similarity_score
BusinessGlossaryKG/ontology/rdf/utils.py::local_name,4,-0.3899,2,16,41,5,1.2500,0.9004,0.2251,0,0.0000,0.0000,{},95.5800,high,1,0.4502,0.4220,1.0000,0.0250,0.0000,0.2160,0.3000,1.0000,0.0900,0.7377,0.0000,0.3000,1.0000
QualityAssurance/run_evaluation.py::save_reports,23,0.0055,2,25,28,36,1.5652,5.1745,0.2250,0,0.0000,0.0000,{},55.1800,low,0,0.4500,0.5011,1.0000,0.0250,0.0250,0.0800,0.8600,1.0000,0.4243,0.7375,0.0000,0.0000,1.0000
BusinessGlossaryKG/pipelines/run_pipeline.py::_load_pipeline_params,8,-0.3066,1,0,58,11,1.3750,3.5995,0.4499,0,0.0000,0.0000,{},72.4400,medium,0,0.4499,0.4387,1.0000,0.0000,0.0000,0.4880,0.4600,1.0000,0.3343,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/pipelines/complete_pipeline.py::_step1_run_fn,25,0.0471,1,5,99,32,1.2800,11.2084,0.4483,0,0.0000,0.0000,{},55.9600,low,0,0.4483,0.5094,1.0000,0.0000,0.0000,1.0000,0.8200,1.0000,0.7242,1.0000,0.0000,0.0000,1.0000
MCP/tools/collibra_tools.py::SessionSingleton.__new__,6,-0.3483,2,5,35,7,1.1667,1.3446,0.2241,1,0.4500,0.2667,"{""lazy_class"": 1}",72.9000,medium,0,0.4482,0.4303,1.0000,0.0250,0.0000,0.1500,0.3533,1.0000,0.1345,0.7361,0.1500,0.0000,1.0000
BusinessGlossaryKG/ontology/prompts/proposal.py::proposal_from_schema_with_examples,20,-0.0569,1,0,41,25,1.2500,8.8505,0.4425,2,0.5500,0.3583,"{""unused_parameters"": 2}",59.6500,low,0,0.4425,0.4886,1.0000,0.0000,0.0000,0.2160,0.7500,1.0000,0.6343,1.0000,0.3000,0.0000,1.0000
BusinessGlossaryKG/ontology/prompts/proposal.py::proposal_to_yaml,8,-0.3066,1,0,41,10,1.2500,3.5402,0.4425,0,0.0000,0.0000,{},64.8400,low,0,0.4425,0.4387,1.0000,0.0000,0.0000,0.2160,0.4333,1.0000,0.3309,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/validations/node_validation.py::NodeNameMatchResult.has_any_match,2,-0.4315,2,5,53,3,1.5000,0.4400,0.2200,0,0.0000,0.0000,{},81.6100,medium,1,0.4400,0.4137,0.9000,0.0250,0.0000,0.4080,0.1800,1.0000,0.0440,0.7300,0.0000,0.3000,1.0000
BusinessGlossaryKG/graph_build/validations/node_validation.py::_call_llm_for_validation,26,0.0679,2,0,53,39,1.5000,5.7205,0.2200,0,0.0000,0.0000,{},58.6500,low,0,0.4400,0.5136,1.0000,0.0250,0.0000,0.4080,0.8900,1.0000,0.4555,0.7300,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/metrics/cross_relationship_balance.py::CrossRelationshipBalanceMetric.calculate,21,-0.0361,2,5,24,32,1.5238,4.5996,0.2190,0,0.0000,0.0000,{},67.3500,low,0,0.4381,0.4928,1.0000,0.0250,0.0000,0.0400,0.8200,1.0000,0.3914,0.7285,0.0000,0.0000,1.0000
EntityAlignment/matching/cache.py::build_version_key,4,-0.3899,1,0,35,5,1.2500,1.7511,0.4378,0,0.0000,0.0000,{},74.2100,medium,0,0.4378,0.4220,1.0000,0.0000,0.0000,0.1500,0.3000,1.0000,0.1751,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/prompts/proposal.py::_inject_extraction_strategy_into_default,13,-0.2026,1,0,41,16,1.2308,5.6643,0.4357,0,0.0000,0.0000,{},64.3000,low,0,0.4357,0.4595,1.0000,0.0000,0.0000,0.2160,0.5933,1.0000,0.4522,1.0000,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/bfs_workflow.py::create_bfs_workflow,61,0.7963,1,59,29,173,2.8361,26.4861,0.4342,0,0.0000,0.0000,{},42.8800,none,0,0.4342,0.6593,1.0000,0.0000,0.1950,0.0900,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.0000
QualityAssurance/confluence_report.py::_metric_display_name,2,-0.4315,1,0,57,3,1.5000,0.8596,0.4298,0,0.0000,0.0000,{},76.4200,medium,0,0.4298,0.4137,0.9000,0.0000,0.0000,0.4720,0.1800,1.0000,0.0860,1.0000,0.0000,0.0000,1.0000
scripts/embed_ontology.py::_save_index,5,-0.3691,1,0,33,6,1.2000,2.1197,0.4239,0,0.0000,0.0000,{},71.1500,medium,0,0.4239,0.4262,1.0000,0.0000,0.0000,0.1300,0.3267,1.0000,0.2120,1.0000,0.0000,0.0000,1.0000
scripts/generate_relationship_examples.py::extract_examples_section_from_response,6,-0.3483,2,0,44,7,1.1667,1.2606,0.2101,0,0.0000,0.0000,{},74.5100,medium,0,0.4202,0.4303,1.0000,0.0250,0.0000,0.2640,0.3533,1.0000,0.1261,0.7152,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/resolver.py::_resolve_default_schema,6,-0.3483,1,0,58,7,1.1667,2.4782,0.4130,0,0.0000,0.0000,{},65.2200,low,0,0.4130,0.4303,1.0000,0.0000,0.0000,0.4880,0.3533,1.0000,0.2478,1.0000,0.0000,0.0000,1.0000
MCP/aw_modular/aw_tools.py::confluence_agent_tool,16,-0.1402,1,2,24,23,1.4375,6.5899,0.4119,0,0.0000,0.0000,{},100.0000,high,4,0.4119,0.4720,1.0000,0.0000,0.0000,0.0400,0.7300,1.0000,0.5051,1.0000,0.0000,0.8500,1.0000
MCP/tools/news.py::get_account_news,7,-0.3275,1,5,6,15,2.1429,2.8813,0.4116,0,0.0000,0.0000,{},58.3000,low,0,0.4116,0.4345,1.0000,0.0000,0.0000,0.0000,0.5667,1.0000,0.2881,1.0000,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/bfs_workflow.py::create_bfs_workflow.context_step,3,-0.4107,1,0,29,8,2.6667,1.2248,0.4083,0,0.0000,0.0000,{},73.4000,medium,0,0.4083,0.4179,1.0000,0.0000,0.0000,0.0900,0.3800,1.0000,0.1225,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/pipelines/create_kg_from_pdfs.py::_docs_from_pdf,7,-0.3275,1,0,25,11,1.5714,2.8175,0.4025,0,0.0000,0.0000,{},56.6800,low,0,0.4025,0.4345,1.0000,0.0000,0.0000,0.0500,0.4600,1.0000,0.2818,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/cg_schema.py::_enrich_node_schema,5,-0.3691,1,0,32,6,1.2000,2.0053,0.4011,0,0.0000,0.0000,{},62.4300,low,0,0.4011,0.4262,1.0000,0.0000,0.0000,0.1200,0.3267,1.0000,0.2005,1.0000,0.0000,0.0000,1.0000
legal_RAG/rag_engines/aql_engine.py::ArangoGraphEngine.cache_stats,7,-0.3275,1,0,58,8,1.1429,2.7692,0.3956,0,0.0000,0.0000,{},74.0400,medium,0,0.3956,0.4345,1.0000,0.0000,0.0000,0.4880,0.3800,1.0000,0.2769,0.9934,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/metrics/governed_by_coverage.py::GovernedByCoverageMetric.calculate,27,0.0887,2,27,27,37,1.3704,5.3182,0.1970,0,0.0000,0.0000,{},81.9600,medium,1,0.3939,0.5177,1.0000,0.0250,0.0350,0.0700,0.8700,1.0000,0.4325,0.6919,0.0000,0.3000,1.0000
BusinessGlossaryKG/graph_build/validations/qualifier_validation.py::_rel_id,5,-0.3691,1,0,52,6,1.2000,1.9615,0.3923,0,0.0000,0.0000,{},62.4300,low,0,0.3923,0.4262,1.0000,0.0000,0.0000,0.3920,0.3267,1.0000,0.1961,0.9884,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/validations/node_validation.py::_get_nodes_for_document,6,-0.3483,1,0,53,16,2.6667,2.3469,0.3911,0,0.0000,0.0000,{},65.4800,low,0,0.3911,0.4303,1.0000,0.0000,0.0000,0.4080,0.5933,1.0000,0.2347,0.9867,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/metrics/taxonomy_coverage.py::TaxonomyCoverageMetric.calculate,28,0.1096,2,27,26,38,1.3571,5.4620,0.1951,0,0.0000,0.0000,{},81.9600,medium,2,0.3901,0.5219,1.0000,0.0250,0.0350,0.0600,0.8800,1.0000,0.4407,0.6869,0.0000,0.5000,1.0000
BusinessGlossaryKG/graph_build/relationships_merge.py::_add_relationship_to_merged,6,-0.3483,1,0,62,7,1.1667,2.3391,0.3898,0,0.0000,0.0000,{},88.7900,high,1,0.3898,0.4303,1.0000,0.0000,0.0000,0.5520,0.3533,1.0000,0.2339,0.9848,0.0000,0.3000,1.0000
BusinessGlossaryKG/persistence/sync_ontology.py::parse_args,34,0.2344,1,0,34,38,1.1176,13.1323,0.3862,0,0.0000,0.0000,{},86.6900,high,2,0.3862,0.5469,1.0000,0.0000,0.0000,0.1400,0.8800,1.0000,0.7626,0.9794,0.0000,0.5000,1.0000
BusinessGlossaryKG/graph_build/failed_doc_info.py::get_doc_metadata_for_logging,5,-0.3691,1,0,38,6,1.2000,1.9258,0.3852,0,0.0000,0.0000,{},76.2200,medium,0,0.3852,0.4262,1.0000,0.0000,0.0000,0.1800,0.3267,1.0000,0.1926,0.9777,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/taxonomy_iteration.py::_build_full_llm_input_text,7,-0.3275,1,0,83,8,1.1429,2.6897,0.3842,0,0.0000,0.0000,{},86.2900,high,3,0.3842,0.4345,1.0000,0.0000,0.0000,0.9600,0.3800,1.0000,0.2690,0.9764,0.0000,0.7000,1.0000
third_party/LLMGraphTransformer/src/LLMGraphTransformer/main.py::_make_conversion_report,7,-0.3275,1,0,51,8,1.1429,2.6897,0.3842,0,0.0000,0.0000,{},87.2900,high,1,0.3842,0.4345,1.0000,0.0000,0.0000,0.3760,0.3800,1.0000,0.2690,0.9764,0.0000,0.3000,1.0000
legal_RAG/rag_workflows/bfs_workflow.py::create_bfs_workflow.expand_step,6,-0.3483,1,0,29,15,2.5000,2.2965,0.3827,0,0.0000,0.0000,{},71.7800,medium,0,0.3827,0.4303,1.0000,0.0000,0.0000,0.0900,0.5667,1.0000,0.2296,0.9741,0.0000,0.0000,1.0000
EntityAlignment/type_mapping.py::candidate_uris_for_kg_node,11,-0.2442,1,0,50,12,1.0909,4.2026,0.3821,0,0.0000,0.0000,{},65.9700,low,0,0.3821,0.4512,1.0000,0.0000,0.0000,0.3600,0.4867,1.0000,0.3687,0.9731,0.0000,0.0000,1.0000
MCP/aw_modular/aw_config.py::langfuse_span,3,-0.4107,1,0,0,4,1.3333,1.1461,0.3820,0,0.0000,0.0000,{},54.0600,low,0,0.3820,0.4179,1.0000,0.0000,0.0000,0.0000,0.2400,1.0000,0.1146,0.9730,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/sources/arango.py::ArangoOntologySource._fetch_children_sample,15,-0.1610,1,0,16,16,1.0667,5.6643,0.3776,0,0.0000,0.0000,{},84.1700,medium,1,0.3776,0.4678,1.0000,0.0000,0.0000,0.0000,0.5933,1.0000,0.4522,0.9664,0.0000,0.3000,1.0000
EntityAlignment/matching/fused.py::FusedMatcher.match_for_ccpa_uri,13,-0.2026,1,0,72,14,1.0769,4.9030,0.3772,1,0.7500,0.4167,"{""large_class"": 1}",60.7500,low,0,0.3772,0.4595,1.0000,0.0000,0.0000,0.7400,0.5400,1.0000,0.4087,0.9657,0.1500,0.0000,1.0000
MCP/aw_modular/aw_tools.py::collibra_agent_tool,16,-0.1402,1,2,24,21,1.3125,6.0169,0.3761,0,0.0000,0.0000,{},100.0000,high,4,0.3761,0.4720,1.0000,0.0000,0.0000,0.0400,0.7100,1.0000,0.4724,0.9641,0.0000,0.8500,1.0000
MCP/tools/agentic_workflow.py::table_metadata_overview.tools_node,2,-0.4315,1,0,46,3,1.5000,0.7519,0.3759,1,0.5500,0.3167,"{""unused_parameters"": 1}",84.5300,high,8,0.3759,0.4137,0.9000,0.0000,0.0000,0.2960,0.1800,1.0000,0.0752,0.9639,0.1500,1.0000,1.0000
BusinessGlossaryKG/graph_build/initial_extraction.py::_empty_graph_document,8,-0.3066,1,0,23,9,1.1250,3.0074,0.3759,0,0.0000,0.0000,{},53.4200,low,0,0.3759,0.4387,1.0000,0.0000,0.0000,0.0300,0.4067,1.0000,0.3004,0.9639,0.0000,0.0000,1.0000
scripts/generate_dpv_extraction_strategy.py::build_llm_prompt,23,0.0055,2,0,47,24,1.0435,4.3221,0.1879,0,0.0000,0.0000,{},82.7100,medium,2,0.3758,0.5011,1.0000,0.0250,0.0000,0.3120,0.7400,1.0000,0.3755,0.6678,0.0000,0.5000,1.0000
scripts/embed_ontology.py::_fetch_class_docs,16,-0.1402,1,0,33,17,1.0625,6.0058,0.3754,0,0.0000,0.0000,{},75.9800,medium,0,0.3754,0.4720,1.0000,0.0000,0.0000,0.1300,0.6200,1.0000,0.4718,0.9630,0.0000,0.0000,1.0000
legal_RAG/rag_utils/arango_tools.py::get_arango_id,4,-0.3899,1,0,43,5,1.2500,1.4923,0.3731,0,0.0000,0.0000,{},72.4500,medium,0,0.3731,0.4220,1.0000,0.0000,0.0000,0.2480,0.3000,1.0000,0.1492,0.9596,0.0000,0.0000,1.0000
scripts/embed_ontology.py::_build_faiss_index,18,-0.0985,1,0,33,19,1.0556,6.7124,0.3729,0,0.0000,0.0000,{},70.0100,medium,0,0.3729,0.4803,1.0000,0.0000,0.0000,0.1300,0.6733,1.0000,0.5121,0.9594,0.0000,0.0000,1.0000
MCP/datahub_main.py::health_check,2,-0.4315,1,0,0,2,1.0000,0.7410,0.3705,0,0.0000,0.0000,{},100.0000,high,3,0.3705,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0741,0.9558,0.0000,0.7000,1.0000
MCP/main.py::health_check,2,-0.4315,1,0,26,2,1.0000,0.7410,0.3705,0,0.0000,0.0000,{},100.0000,high,3,0.3705,0.4137,0.9000,0.0000,0.0000,0.0600,0.1200,1.0000,0.0741,0.9558,0.0000,0.7000,1.0000
MCP/server.py::DataFrameSingleton.dataframe,2,-0.4315,1,0,38,2,1.0000,0.7410,0.3705,0,0.0000,0.0000,{},100.0000,high,4,0.3705,0.4137,0.9000,0.0000,0.0000,0.1800,0.1200,1.0000,0.0741,0.9558,0.0000,0.8500,1.0000
MCP/server.py::NewsDataLoader.dataframe,2,-0.4315,1,0,38,2,1.0000,0.7410,0.3705,0,0.0000,0.0000,{},100.0000,high,4,0.3705,0.4137,0.9000,0.0000,0.0000,0.1800,0.1200,1.0000,0.0741,0.9558,0.0000,0.8500,1.0000
MCP/tools/datahub_tools.py::_graphql_url,2,-0.4315,1,0,71,2,1.0000,0.7410,0.3705,0,0.0000,0.0000,{},71.0000,medium,0,0.3705,0.4137,0.9000,0.0000,0.0000,0.7200,0.1200,1.0000,0.0741,0.9558,0.0000,0.0000,1.0000
MCP/tools/datahub_tools.py::datahub_get_glossary_term,2,-0.4315,1,0,71,2,1.0000,0.7410,0.3705,0,0.0000,0.0000,{},67.3800,low,0,0.3705,0.4137,0.9000,0.0000,0.0000,0.7200,0.1200,1.0000,0.0741,0.9558,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/resolver.py::_cg_relationship_definitions,26,0.0679,1,0,58,27,1.0385,9.5586,0.3676,0,0.0000,0.0000,{},87.2900,high,1,0.3676,0.5136,1.0000,0.0000,0.0000,0.4880,0.7700,1.0000,0.6748,0.9515,0.0000,0.3000,1.0000
QualityAssurance/evaluator.py::JudgeRunner.run_judges,7,-0.3275,1,0,33,18,2.5714,2.5182,0.3597,1,0.4500,0.2667,"{""lazy_class"": 1}",80.7100,medium,2,0.3597,0.4345,1.0000,0.0000,0.0000,0.1300,0.6467,1.0000,0.2518,0.9396,0.1500,0.5000,1.0000
QualityAssurance/confluence_report.py::build_report_title,4,-0.3899,1,0,57,5,1.2500,1.4326,0.3581,0,0.0000,0.0000,{},62.6300,low,0,0.3581,0.4220,1.0000,0.0000,0.0000,0.4720,0.3000,1.0000,0.1433,0.9372,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/sources/imported.py::ImportedOntologySource.__init__,3,-0.4107,1,0,13,3,1.0000,1.0621,0.3540,0,0.0000,0.0000,{},89.9700,high,6,0.3540,0.4179,1.0000,0.0000,0.0000,0.0000,0.1800,1.0000,0.1062,0.9310,0.0000,1.0000,1.0000
BusinessGlossaryKG/ontology/sources/arango.py::ArangoOntologySource.__init__,5,-0.3691,1,0,16,5,1.0000,1.7701,0.3540,0,0.0000,0.0000,{},78.1700,medium,0,0.3540,0.4262,1.0000,0.0000,0.0000,0.0000,0.3000,1.0000,0.1770,0.9310,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/sources/arango.py::ArangoOntologySource.relationship_schemas,2,-0.4315,1,0,16,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},100.0000,high,2,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,0.5000,1.0000
BusinessGlossaryKG/ontology/sources/arango.py::ArangoOntologySource.relationship_definitions,2,-0.4315,1,0,16,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},100.0000,high,14,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,1.0000,1.0000
BusinessGlossaryKG/ontology/sources/arango.py::ArangoOntologySource.prompt_set,9,-0.2858,1,0,16,9,1.0000,3.1862,0.3540,0,0.0000,0.0000,{},91.6000,high,1,0.3540,0.4428,1.0000,0.0000,0.0000,0.0000,0.4067,1.0000,0.3106,0.9310,0.0000,0.3000,1.0000
BusinessGlossaryKG/ontology/sources/arango.py::ArangoOntologySource._fetch_root_docs,8,-0.3066,1,0,16,8,1.0000,2.8322,0.3540,0,0.0000,0.0000,{},84.1700,medium,1,0.3540,0.4387,1.0000,0.0000,0.0000,0.0000,0.3800,1.0000,0.2832,0.9310,0.0000,0.3000,1.0000
BusinessGlossaryKG/ontology/sources/imported.py::ImportedOntologySource.node_schemas,2,-0.4315,1,0,13,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},72.3500,medium,0,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/sources/imported.py::ImportedOntologySource.relationship_schemas,2,-0.4315,1,0,13,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},100.0000,high,2,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,0.5000,1.0000
BusinessGlossaryKG/ontology/sources/imported.py::ImportedOntologySource.relationship_definitions,2,-0.4315,1,0,13,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},100.0000,high,14,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,1.0000,1.0000
BusinessGlossaryKG/ontology/sources/imported.py::ImportedOntologySource.prompt_set,9,-0.2858,1,0,13,9,1.0000,3.1862,0.3540,0,0.0000,0.0000,{},91.6000,high,1,0.3540,0.4428,1.0000,0.0000,0.0000,0.0000,0.4067,1.0000,0.3106,0.9310,0.0000,0.3000,1.0000
BusinessGlossaryKG/ontology/sources/rdf.py::RdfOntologySource.__init__,10,-0.2650,1,0,12,10,1.0000,3.5402,0.3540,0,0.0000,0.0000,{},57.4300,low,0,0.3540,0.4470,1.0000,0.0000,0.0000,0.0000,0.4333,1.0000,0.3309,0.9310,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/sources/rdf.py::RdfOntologySource.node_schemas,2,-0.4315,1,0,12,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},86.0000,high,2,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,0.5000,1.0000
BusinessGlossaryKG/ontology/sources/rdf.py::RdfOntologySource.relationship_schemas,2,-0.4315,1,0,12,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},86.0000,high,2,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,0.5000,1.0000
BusinessGlossaryKG/ontology/sources/rdf.py::RdfOntologySource.relationship_schemas_subset,2,-0.4315,1,0,12,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},86.0000,high,4,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,0.8500,1.0000
BusinessGlossaryKG/ontology/sources/rdf.py::RdfOntologySource.relationship_definitions,2,-0.4315,1,0,12,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},74.4500,medium,0,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/sources/rdf.py::RdfOntologySource.prompt_set,2,-0.4315,1,0,12,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},71.7800,medium,0,0.3540,0.4137,0.9000,0.0000,0.0000,0.0000,0.1200,1.0000,0.0708,0.9310,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/sources/snapshot.py::JsonOntologySnapshot.__init__,2,-0.4315,1,0,23,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},80.7500,medium,2,0.3540,0.4137,0.9000,0.0000,0.0000,0.0300,0.1200,1.0000,0.0708,0.9310,0.0000,0.5000,1.0000
BusinessGlossaryKG/ontology/sources/snapshot.py::JsonOntologySnapshot.relationship_definitions,2,-0.4315,1,0,23,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},79.8800,medium,0,0.3540,0.4137,0.9000,0.0000,0.0000,0.0300,0.1200,1.0000,0.0708,0.9310,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/sources/snapshot.py::JsonOntologySnapshot.prompt_set,2,-0.4315,1,0,23,2,1.0000,0.7080,0.3540,0,0.0000,0.0000,{},79.8800,medium,0,0.3540,0.4137,0.9000,0.0000,0.0000,0.0300,0.1200,1.0000,0.0708,0.9310,0.0000,0.0000,1.0000
scripts/embed_ontology.py::parse_args,38,0.3177,1,0,33,38,1.0000,13.4247,0.3533,0,0.0000,0.0000,{},86.6900,high,1,0.3533,0.5635,1.0000,0.0000,0.0000,0.1300,0.8800,1.0000,0.7685,0.9299,0.0000,0.3000,1.0000
BusinessGlossaryKG/persistence/ingest_dh.py::nuke_test_data,11,-0.2442,2,0,32,14,1.2727,1.9406,0.1764,0,0.0000,0.0000,{},60.3200,low,0,0.3528,0.4512,1.0000,0.0250,0.0000,0.1200,0.5400,1.0000,0.1941,0.6371,0.0000,0.0000,1.0000
BusinessGlossaryKG/ingestion/regulation_docs.py::extract_docs_from_pdf,5,-0.3691,1,0,36,12,2.4000,1.7602,0.3520,0,0.0000,0.0000,{},65.9700,low,0,0.3520,0.4262,1.0000,0.0000,0.0000,0.1600,0.4867,1.0000,0.1760,0.9280,0.0000,0.0000,1.0000
EntityAlignment/matching/adapters/dict_adapter.py::DictAdapter.items,2,-0.4315,1,0,48,2,1.0000,0.7004,0.3502,0,0.0000,0.0000,{},83.3800,medium,1,0.3502,0.4137,0.9000,0.0000,0.0000,0.3280,0.1200,1.0000,0.0700,0.9253,0.0000,0.3000,1.0000
EntityAlignment/matching/adapters/dict_adapter.py::DictAdapter.item_id,2,-0.4315,1,0,48,2,1.0000,0.7004,0.3502,0,0.0000,0.0000,{},76.0800,medium,0,0.3502,0.4137,0.9000,0.0000,0.0000,0.3280,0.1200,1.0000,0.0700,0.9253,0.0000,0.0000,1.0000
EntityAlignment/matching/adapters/kg_adapter.py::KGAdapter.items,2,-0.4315,1,0,52,2,1.0000,0.7004,0.3502,0,0.0000,0.0000,{},72.9600,medium,0,0.3502,0.4137,0.9000,0.0000,0.0000,0.3920,0.1200,1.0000,0.0700,0.9253,0.0000,0.0000,1.0000
EntityAlignment/matching/adapters/kg_adapter.py::KGAdapter.item_id,2,-0.4315,1,0,52,2,1.0000,0.7004,0.3502,0,0.0000,0.0000,{},75.3800,medium,0,0.3502,0.4137,0.9000,0.0000,0.0000,0.3920,0.1200,1.0000,0.0700,0.9253,0.0000,0.0000,1.0000
EntityAlignment/matching/adapters/rdf_adapter.py::RDFAdapter.item_id,2,-0.4315,1,0,42,2,1.0000,0.7004,0.3502,0,0.0000,0.0000,{},76.0800,medium,0,0.3502,0.4137,0.9000,0.0000,0.0000,0.2320,0.1200,1.0000,0.0700,0.9253,0.0000,0.0000,1.0000
EntityAlignment/matching/embedding.py::_cosine_scores,4,-0.3899,1,56,51,4,1.0000,1.4009,0.3502,0,0.0000,0.0000,{},54.3200,low,0,0.3502,0.4220,1.0000,0.0000,0.1800,0.3760,0.2400,1.0000,0.1401,0.9253,0.0000,0.0000,1.0000
EntityAlignment/matching/embedding.py::EmbeddingMatcher._build_encoder._encode,3,-0.4107,1,0,51,3,1.0000,1.0507,0.3502,0,0.0000,0.0000,{},64.6800,low,0,0.3502,0.4179,1.0000,0.0000,0.0000,0.3760,0.1800,1.0000,0.1051,0.9253,0.0000,0.0000,1.0000
EntityAlignment/matching/lexical.py::_numeric_tokens,2,-0.4315,1,0,55,2,1.0000,0.7004,0.3502,0,0.0000,0.0000,{},67.4300,low,0,0.3502,0.4137,0.9000,0.0000,0.0000,0.4400,0.1200,1.0000,0.0700,0.9253,0.0000,0.0000,1.0000
EntityAlignment/matching/lexical.py::LexicalMatcher.match,3,-0.4107,1,0,55,3,1.0000,1.0507,0.3502,1,0.7500,0.4167,"{""large_class"": 1}",59.5700,low,0,0.3502,0.4179,1.0000,0.0000,0.0000,0.4400,0.1800,1.0000,0.1051,0.9253,0.1500,0.0000,1.0000
EntityAlignment/matching/structural.py::StructuralConstraintFilter.__init__,3,-0.4107,1,5,44,3,1.0000,1.0507,0.3502,0,0.0000,0.0000,{},78.4400,medium,0,0.3502,0.4179,1.0000,0.0000,0.0000,0.2640,0.1800,1.0000,0.1051,0.9253,0.0000,0.0000,1.0000
EntityAlignment/type_mapping.py::_default_dpv_rdf_path,3,-0.4107,1,50,50,3,1.0000,1.0507,0.3502,0,0.0000,0.0000,{},79.5000,medium,0,0.3502,0.4179,1.0000,0.0000,0.1500,0.3600,0.1800,1.0000,0.1051,0.9253,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/importer.py::_compute_source_hash,3,-0.4107,1,0,60,3,1.0000,1.0376,0.3459,0,0.0000,0.0000,{},60.9300,low,0,0.3459,0.4179,1.0000,0.0000,0.0000,0.5200,0.1800,1.0000,0.1038,0.9188,0.0000,0.0000,1.0000
scripts/load_ontology_to_arango.py::parse_args,27,0.0887,1,0,25,27,1.0000,9.3308,0.3456,0,0.0000,0.0000,{},84.5600,medium,1,0.3456,0.5177,1.0000,0.0000,0.0000,0.0500,0.7700,1.0000,0.6618,0.9184,0.0000,0.3000,1.0000
scripts/run_first_two_stages.py::load_params,3,-0.4107,1,0,40,4,1.3333,1.0246,0.3415,0,0.0000,0.0000,{},90.9700,high,2,0.3415,0.4179,1.0000,0.0000,0.0000,0.2000,0.2400,1.0000,0.1025,0.9123,0.0000,0.5000,1.0000
